#fileName	intercept	slope	chi2/ndof
21723	-0.0000281420	0.0000009186	1.6566775209
21724	-0.0000285508	0.0000009234	1.8871494297
21725	-0.0000284780	0.0000009200	1.2778197501
21726	-0.0000286041	0.0000009141	0.9919512535
21727	-0.0000287231	0.0000009118	1.5880603278
21728	-0.0000292465	0.0000009255	2.2121288672
21729	-0.0000293443	0.0000009222	1.6970451045
21730	-0.0000290968	0.0000009126	1.0325471649
21731	-0.0000302031	0.0000009370	1.5516841338
21732	-0.0000293699	0.0000009074	1.5802817049
21733	-0.0000301728	0.0000009262	2.1511070825
21734	-0.0000301756	0.0000009208	1.9216964463
21735	-0.0000302952	0.0000009223	1.2262560927
21736	-0.0000268226	0.0000009261	1.0932660448
21737	-0.0000268841	0.0000009174	2.1247784950
21738	-0.0000267155	0.0000009098	1.8412127538
21739	-0.0000272770	0.0000009231	1.5205612122
21740	-0.0000273746	0.0000009172	1.4931383860
21741	-0.0000276404	0.0000009251	1.9826968804
21742	-0.0000275380	0.0000009134	1.6156125948
21743	-0.0000275369	0.0000009103	2.6023403934
21744	-0.0000280295	0.0000009176	2.2267117641
21745	-0.0000282071	0.0000009195	1.5903522103
21746	-0.0000281982	0.0000009169	1.1407754266
21747	-0.0000282880	0.0000009142	1.9869583532
21748	-0.0000285093	0.0000009161	2.3306858561
21749	-0.0000282583	0.0000009058	2.3743362914
21750	-0.0000290399	0.0000009211	0.9101465952
21751	-0.0000289276	0.0000009122	2.5933087340
21752	-0.0000290006	0.0000009088	2.8095755761
21753	-0.0000294980	0.0000009183	2.6413952359
21754	-0.0000295068	0.0000009159	2.0412982379
21755	-0.0000294743	0.0000009079	1.6201948799
21756	-0.0000271438	0.0000009138	1.9575767848
21757	-0.0000276769	0.0000009263	1.1503523435
21758	-0.0000270846	0.0000009043	1.6904048144
21759	-0.0000278456	0.0000009228	1.5667334313
21760	-0.0000280025	0.0000009215	1.9555035387
21761	-0.0000278961	0.0000009118	2.6938849065
21762	-0.0000285877	0.0000009278	2.0694886578
21763	-0.0000285337	0.0000009217	2.3684379114
21764	-0.0000285585	0.0000009195	1.5428653676
21765	-0.0000292356	0.0000009349	0.8283326920
21766	-0.0000289982	0.0000009274	0.9809541435
21767	-0.0000286603	0.0000009067	1.5188119090
21768	-0.0000294867	0.0000009280	1.0824655814
21769	-0.0000291626	0.0000009125	1.8438898752
21770	-0.0000295000	0.0000009151	2.4267331496
21771	-0.0000301055	0.0000009281	1.3243768125
21772	-0.0000297306	0.0000009114	1.3178257034
21773	-0.0000297029	0.0000009040	2.4182433990
21774	-0.0000301910	0.0000009172	1.6508646810
21775	-0.0000304978	0.0000009233	2.2965873750
21776	-0.0000271536	0.0000009274	0.8894710964
21777	-0.0000270172	0.0000009147	1.6558635212
21778	-0.0000271428	0.0000009148	1.8250598419
21779	-0.0000274240	0.0000009172	1.9493861380
21780	-0.0000278007	0.0000009222	1.7053706404
21781	-0.0000275217	0.0000009074	1.5637386743
21782	-0.0000278333	0.0000009151	1.6314396905
21783	-0.0000280243	0.0000009143	1.4609470921
21784	-0.0000280982	0.0000009102	2.0151951586
21785	-0.0000281456	0.0000009096	2.0144262142
21786	-0.0000283214	0.0000009093	1.6589107548
21787	-0.0000288584	0.0000009077	2.4864190729
21788	-0.0000284783	0.0000009050	1.1604724267
21789	-0.0000290314	0.0000009143	1.8164974792
21790	-0.0000306938	0.0000009310	2.3409754944
21791	-0.0000306252	0.0000009249	1.9619781594
21792	-0.0000302364	0.0000009090	1.3500503251
21793	-0.0000300337	0.0000009246	2.1083696498
21794	-0.0000299440	0.0000009183	2.0468741765
21795	-0.0000309018	0.0000009140	1.4166126469
21796	-0.0000268387	0.0000009248	1.0541117457
21797	-0.0000276866	0.0000009179	1.6246191640
21798	-0.0000282248	0.0000009259	1.2836668129
21799	-0.0000279647	0.0000009158	2.6410810174
21800	-0.0000287954	0.0000009356	1.7571672084
21801	-0.0000285820	0.0000009230	1.9148048422
21802	-0.0000286506	0.0000009227	2.1418615421
21803	-0.0000289262	0.0000009252	1.3222258886
21804	-0.0000285973	0.0000009082	1.9877796974
21805	-0.0000292023	0.0000009245	2.1391364528
21806	-0.0000293176	0.0000009228	2.5146289142
21807	-0.0000292519	0.0000009105	1.8782132616
21808	-0.0000293465	0.0000009133	1.3793410238
21809	-0.0000297601	0.0000009175	1.2629437543
21810	-0.0000299435	0.0000009199	1.3537342186
21811	-0.0000301580	0.0000009180	1.4200893834
21812	-0.0000309966	0.0000009404	1.5763498373
21813	-0.0000301829	0.0000009114	1.2566131324
21814	-0.0000307911	0.0000009248	0.8161053103
21815	-0.0000309818	0.0000009229	0.9307999355
21816	-0.0000273592	0.0000009215	1.1792841699
21817	-0.0000277337	0.0000009282	1.8524938209
21818	-0.0000278317	0.0000009245	1.5172927192
21819	0.0004722414	-0.0000155801	5.1626972954
21820	0.0000032769	0.0000000000	153.8976162738
21821	0.0000025891	0.0000000000	15.4529633033
21822	-0.0000284292	0.0000009211	1.6962614717
21823	-0.0000285442	0.0000009208	1.1888260660
21824	-0.0000284487	0.0000009112	1.5084164201
21825	-0.0000290903	0.0000009282	2.2315060110
21826	-0.0000288705	0.0000009176	0.8643553200
21827	-0.0000293607	0.0000009260	1.8557686138
21828	-0.0000294877	0.0000009254	2.1355572279
21829	-0.0000294296	0.0000009181	1.8824780098
21830	-0.0000021033	-0.0000000000	7.3420842456
21831	-0.0000293595	0.0000009050	1.7570611881
21832	-0.0000301552	0.0000009239	2.0748960643
21833	-0.0000305756	0.0000009296	1.6194222774
21834	-0.0000302114	0.0000009205	0.9673482627
21835	-0.0000304194	0.0000009131	2.2718636216
21836	-0.0000273944	0.0000009322	1.9015683773
21837	-0.0000270173	0.0000009125	1.4091365135
21838	-0.0000275382	0.0000009259	1.2862843241
21839	-0.0000276214	0.0000009186	1.1685311743
21840	-0.0000272772	0.0000009033	1.8782999497
21841	-0.0000278172	0.0000009155	2.4980229867
21842	-0.0000279863	0.0000009163	1.9760909492
21843	-0.0000284129	0.0000009252	2.5186674185
21855	-0.0000279499	0.0000009619	2.4380660164
21856	-0.0000277579	0.0000009594	1.0573755009
21857	-0.0000277937	0.0000009559	1.8892505147
21858	-0.0000279752	0.0000009569	1.1491169279
21859	-0.0000035562	-0.0000000000	41.7241022735
21860	-0.0000279567	0.0000009593	1.9178062749
21861	-0.0000281221	0.0000009554	2.0868391485
21862	-0.0000285249	0.0000009645	1.6400787940
21863	-0.0000285342	0.0000009596	1.6114822384
21864	-0.0000286238	0.0000009579	1.9527795931
21865	-0.0000299240	0.0000009648	1.6737218514
21866	-0.0000289040	0.0000009541	2.6936899147
21867	-0.0000281121	0.0000009222	1.5656188215
21868	-0.0000297650	0.0000009371	2.1877109381
21869	-0.0000300714	0.0000009432	2.4927953715
21870	-0.0000298940	0.0000009328	1.0631341070
21871	-0.0000296677	0.0000009188	1.6476863630
21872	-0.0000301723	0.0000009286	1.6355940891
21873	-0.0000304536	0.0000009346	2.9704914202
21874	-0.0000308244	0.0000009377	1.8519991438
21880	-0.0000276123	0.0000009428	2.0844468711
21881	-0.0000276913	0.0000009367	1.2730004555
21882	-0.0000282915	0.0000009531	1.2560003707
21884	-0.0000279065	0.0000009545	1.7896575821
21885	-0.0000277067	0.0000009392	1.4751811763
21886	-0.0000279917	0.0000009452	1.4652889259
21888	-0.0000274167	0.0000009406	1.3350766941
21889	-0.0000272198	0.0000009338	1.8743432619
21890	-0.0000274370	0.0000009342	0.9367816167
21891	-0.0000279037	0.0000009458	1.5965546588
21904	-0.0000283552	0.0000008899	1.7759573709
21905	-0.0000283594	0.0000008859	3.1633158903
21906	-0.0000287014	0.0000008884	1.3803107483
21907	-0.0000287489	0.0000008860	1.6693974417
21908	-0.0000284548	0.0000008724	2.4669474529
21909	-0.0000288324	0.0000008799	2.0270736925
21910	-0.0000289903	0.0000008812	1.6190457637
21911	-0.0000288840	0.0000008727	2.8455952550
21912	-0.0000305126	0.0000008871	3.3533483706
21913	-0.0000293775	0.0000008792	3.9897077662
21915	-0.0000254823	0.0000008822	3.5209733712
21917	-0.0000292717	0.0000009329	3.2527111210
21918	-0.0000283975	0.0000008993	2.7140185607
21919	-0.0000291454	0.0000009194	1.5759472825
21920	-0.0000292751	0.0000009158	2.1032149074
21921	-0.0000296046	0.0000009239	1.8113957426
21922	-0.0000293253	0.0000009106	2.2553033030
21923	-0.0000288733	0.0000009151	1.2207394902
21924	-0.0000295140	0.0000009040	2.6038597716
21925	-0.0000266727	0.0000008985	2.6497158245
21926	-0.0000273275	0.0000009122	2.0692313650
21927	-0.0000274096	0.0000009101	2.8628217987
21928	-0.0000279123	0.0000009210	2.6928589417
21929	-0.0000280533	0.0000009204	2.5567192016
21930	-0.0000274065	0.0000008978	2.5199458330
21931	-0.0000280483	0.0000009082	3.1585435911
21932	-0.0000278915	0.0000008994	2.3711360003
21933	-0.0000284080	0.0000009088	3.1811315965
21934	-0.0000280457	0.0000008937	3.7562234288
21935	-0.0000282504	0.0000008973	1.6951826092
21936	-0.0000286311	0.0000009021	2.3164207477
21937	-0.0000284475	0.0000008919	1.6017675243
21938	-0.0000289782	0.0000009006	1.3458122325
21939	-0.0000291461	0.0000008834	2.8047244125
21940	-0.0000297228	0.0000008941	3.4742495315
21941	-0.0000265491	0.0000009108	3.3700669533
21942	-0.0000269288	0.0000009143	2.6906686500
21943	-0.0000269707	0.0000009106	2.4066282293
21944	-0.0000271153	0.0000009104	3.0704154580
21945	-0.0000270594	0.0000009032	3.0146522417
21946	-0.0000270659	0.0000008943	3.1528818286
21947	-0.0000275491	0.0000009069	4.1210696273
21948	-0.0000279194	0.0000009114	2.6645966309
21949	-0.0000275700	0.0000008971	1.9952006938
21950	-0.0000279606	0.0000009030	2.5606783397
21951	-0.0000279003	0.0000008959	2.4974754357
21952	-0.0000277417	0.0000008882	3.1023297774
21953	-0.0000279164	0.0000008871	3.8897742516
21954	-0.0000273274	0.0000009027	2.6915690018
21955	-0.0000270819	0.0000008877	1.7332065290
21956	-0.0000274391	0.0000008926	1.6671458055
21957	-0.0000276329	0.0000008952	2.8175446288
21958	-0.0000277477	0.0000008953	2.3472663489
21959	-0.0000281494	0.0000009020	2.2275808588
21960	-0.0000277970	0.0000008829	2.8613872727
21961	-0.0000283174	0.0000008963	2.2399293438
21962	-0.0000284550	0.0000008930	1.8948726470
21963	-0.0000278726	0.0000008751	2.1617751169
21964	-0.0000290957	0.0000009035	6.0794577293
21965	-0.0000293583	0.0000009068	2.0887078450
21966	-0.0000290541	0.0000008914	3.3903624313
21967	-0.0000303369	0.0000008986	2.5287365578
21968	-0.0000294219	0.0000008936	1.3554727207
21969	-0.0000290747	0.0000008891	2.7709133656
21970	-0.0000300418	0.0000009012	2.6878060281
21971	-0.0000295679	0.0000008822	2.8540709363
21972	-0.0000308138	0.0000008897	1.5919361173
21973	-0.0000300646	0.0000008910	2.5620516006
21974	-0.0000273817	0.0000008865	3.8813797793
21975	-0.0000266742	0.0000008829	3.2409451974
21976	-0.0000267700	0.0000008795	2.2620868913
21977	-0.0000282996	0.0000008982	2.7250931680
21978	-0.0000283342	0.0000008915	3.4566605947
21979	-0.0000275344	0.0000008732	4.4299295958
21980	-0.0000285252	0.0000008721	3.7941744355
21981	-0.0000295107	0.0000008937	3.1947344877
21982	-0.0000293393	0.0000008822	1.5517453401
21983	-0.0000298287	0.0000008950	3.1640633928
21984	-0.0000293525	0.0000008756	2.8892084321
21985	-0.0000300915	0.0000008899	2.5193131205
21986	-0.0000297246	0.0000008774	3.0929967067
21987	-0.0000299119	0.0000008776	2.3642449047
21988	-0.0000298162	0.0000008677	3.0853409562
21989	-0.0000302530	0.0000008757	1.7083192366
21990	-0.0000303021	0.0000008741	1.3960589969
21991	-0.0000307501	0.0000008802	1.3126821230
21992	-0.0000301308	0.0000008596	2.4475661523
21993	-0.0000307970	0.0000008749	1.8828837957
21994	-0.0000252644	0.0000008617	2.2679736671
21995	-0.0000253588	0.0000008602	2.4739218547
21996	-0.0000256328	0.0000008631	1.4510665067
21997	-0.0000259261	0.0000008665	2.7745027259
21998	-0.0000261188	0.0000008652	2.0358725325
21999	-0.0000264067	0.0000008729	3.2094779926
22000	-0.0000268485	0.0000008814	1.4603298080
22001	-0.0000261616	0.0000008543	2.6421971083
22002	-0.0000268517	0.0000008672	2.8347491709
22003	-0.0000268075	0.0000008642	1.4648618875
22004	-0.0000270702	0.0000008667	1.7793516515
22005	-0.0000273023	0.0000008697	1.9898713779
22006	-0.0000276997	0.0000008736	1.1246530895
22007	-0.0000274223	0.0000008629	2.1753626273
22008	-0.0000279256	0.0000008709	2.5017506632
22010	-0.0000297197	0.0000009867	1.2069067903
22011	-0.0000291737	0.0000009630	1.9434485519
22012	-0.0000288718	0.0000009493	1.2065966479
22013	-0.0000288119	0.0000009399	2.0896323791
22014	-0.0000284198	0.0000009201	1.4535192422
22015	-0.0000279397	0.0000009012	1.7259586303
22016	-0.0000282355	0.0000009059	2.4588525317
22017	-0.0000281848	0.0000008962	1.4823549909
22018	-0.0000275927	0.0000008720	1.3115398935
22019	-0.0000279766	0.0000008798	1.7922540148
22020	-0.0000281246	0.0000008780	1.5823811135
22021	-0.0000281526	0.0000008742	1.7945426064
22022	-0.0000286370	0.0000008824	1.8755709504
22023	-0.0000282119	0.0000008682	1.6521026995
22024	-0.0000285429	0.0000008736	1.8639190253
22025	-0.0000285614	0.0000008668	1.5158901663
22026	-0.0000289502	0.0000008760	1.2955683769
22027	-0.0000283759	0.0000008511	1.5505117409
22028	-0.0000291548	0.0000008681	1.9447032284
22029	-0.0000290845	0.0000008618	2.4833937709
22030	-0.0000260538	0.0000008677	2.1472661484
22032	-0.0000260872	0.0000008615	1.7465465979
22033	-0.0000262941	0.0000008631	2.2944922084
22034	-0.0000263982	0.0000008610	1.8423189956
22035	-0.0000266947	0.0000008638	0.8178823660
22036	-0.0000264349	0.0000008498	1.2651295844
22037	-0.0000266473	0.0000008533	1.2709768540
22038	-0.0000266478	0.0000008497	1.8784186165
22039	-0.0000269547	0.0000008544	1.5396205365
22040	-0.0000270471	0.0000008509	1.5997465310
22041	-0.0000274331	0.0000008587	1.9821484947
22042	-0.0000272341	0.0000008489	1.8685072120
22043	-0.0000277296	0.0000008575	1.2707121615
22044	-0.0000279948	0.0000008646	1.6473611396
22045	-0.0000277366	0.0000008507	1.3187234852
22046	-0.0000283161	0.0000008643	0.9777456804
22047	-0.0000285129	0.0000008616	1.6247245217
22048	-0.0000284058	0.0000008586	1.4455497946
22049	-0.0000017036	0.0000000000	47.9351096132
22050	-0.0000257357	0.0000008691	1.0853606814
22051	-0.0000363727	0.0000012245	1.2114696285
22052	-0.0000334710	0.0000011215	1.5464998034
22053	-0.0000319398	0.0000010630	1.2403432969
22054	-0.0000301004	0.0000009982	2.2599813022
22055	-0.0000291249	0.0000009573	1.7773728672
22056	-0.0000279912	0.0000009161	1.5870253388
22057	-0.0000269657	0.0000008756	1.3930618983
22058	-0.0000263132	0.0000008506	1.9764294476
22059	-0.0000258414	0.0000008279	1.3977867460
22060	-0.0000255441	0.0000008131	1.8626037641
22061	-0.0000248776	0.0000007899	2.2097582860
22062	-0.0000247745	0.0000007826	2.1955489680
22063	-0.0000245514	0.0000007716	0.9820375393
22064	-0.0005992051	0.0000187038	5.5662495349
22065	-0.0000248933	0.0000007510	1.4668314784
22066	-0.0000244644	0.0000007555	1.7727583488
22067	-0.0000243157	0.0000007466	1.2462664166
22068	-0.0000254088	0.0000007357	1.3422876476
22069	-0.0000254058	0.0000007318	1.1394664160
22070	-0.0000248542	0.0000007119	1.7409740374
22071	-0.0000214274	0.0000007108	1.6026694291
22072	-0.0000213172	0.0000007063	1.1142087461
22073	-0.0000208510	0.0000007060	1.6486176492
22074	-0.0000217068	0.0000007084	1.6383216606
22075	-0.0000219036	0.0000007080	1.6431104017
22076	-0.0000214676	0.0000006932	2.2921397412
22077	-0.0000220398	0.0000007053	1.9901958612
22078	-0.0000221141	0.0000007052	2.2371914108
22079	-0.0000223489	0.0000007077	1.8768966468
22081	-0.0000227408	0.0000007102	3.4415684728
22082	-0.0000053616	0.0000002426	124.2288272269
22083	-0.0000228889	0.0000007079	2.0718742460
22084	-0.0000226956	0.0000006961	1.8508154551
22085	-0.0000227067	0.0000006938	1.0433214218
22086	-0.0000227701	0.0000006940	1.7038295723
22087	-0.0000231821	0.0000006984	2.5440596323
22088	-0.0000239283	0.0000007054	1.7908502712
22089	-0.0000230154	0.0000006884	1.5739116564
22090	-0.0000233386	0.0000006952	1.5989925966
22091	-0.0000207575	0.0000006940	2.0126971607
22092	-0.0000208150	0.0000006938	1.4153610094
22093	-0.0000210027	0.0000006968	1.5030980648
22094	-0.0000215662	0.0000007109	3.0854801803
22096	-0.0000215136	0.0000006985	1.1991869035
22097	-0.0000219807	0.0000007086	2.2483320443
22098	-0.0000216428	0.0000006969	2.4533832816
22099	-0.0000223992	0.0000007119	1.2424900475
22100	-0.0000223397	0.0000007068	2.2166469373
22101	-0.0000223767	0.0000007064	1.2387541246
22102	-0.0000223069	0.0000007008	2.0435027061
22103	-0.0000225974	0.0000007040	1.7829379873
22104	-0.0000233388	0.0000007212	1.4802047292
22105	-0.0000222104	0.0000006889	4.0976288932
22106	-0.0000230794	0.0000007089	1.6805906054
22108	-0.0000230349	0.0000006982	1.7965953336
22109	-0.0000232801	0.0000007039	1.2630340728
22110	-0.0000235374	0.0000007069	1.0641986494
22111	-0.0000209324	0.0000007121	1.1152923296
22112	-0.0000207051	0.0000006995	2.4993554677
22113	-0.0000212663	0.0000007157	1.7193994275
22114	-0.0000212191	0.0000007065	2.1254690113
22115	-0.0000209217	0.0000006923	2.2289497312
22116	-0.0000212769	0.0000007014	2.0346029586
22117	-0.0000212744	0.0000006969	1.4925569833
22118	-0.0000212197	0.0000006922	2.1150166005
22119	-0.0000213135	0.0000006872	1.1026293300
22120	-0.0000218721	0.0000007026	1.6015365564
22121	-0.0000223974	0.0000007131	2.8961367836
22122	-0.0000219576	0.0000006976	2.3354339061
22123	-0.0000222936	0.0000007065	2.8742555354
22124	-0.0000224305	0.0000007017	1.5715066930
22125	-0.0000220667	0.0000006892	1.5266460949
22126	-0.0000228112	0.0000007073	2.1497674918
22127	-0.0000225665	0.0000006942	2.1340665664
22128	-0.0000225890	0.0000006932	0.9209534194
22129	-0.0000228086	0.0000006974	2.3118927936
22130	-0.0000229899	0.0000006973	1.5806773698
22131	-0.0000211957	0.0000007045	1.4689163910
22132	-0.0000214329	0.0000007075	1.1619830143
22133	-0.0000017838	-0.0000000000	10.8653485711
22134	-0.0000216784	0.0000007050	2.2362703266
22135	-0.0000217417	0.0000007039	1.8001233064
22136	0.0000029862	0.0000000000	160.0891867981
22137	-0.0000216673	0.0000006926	1.5124504970
22138	-0.0000222774	0.0000007073	1.9281777532
22139	-0.0000228758	0.0000007015	1.2728846336
22140	-0.0000222818	0.0000006984	1.5129853619
22141	-0.0000223987	0.0000007003	1.6023603912
22142	-0.0000224155	0.0000006930	1.4773559687
22143	-0.0000227995	0.0000007022	1.4042733487
22144	-0.0000234193	0.0000006970	1.8752947233
22145	-0.0000237582	0.0000007037	1.9800735682
22146	-0.0000237191	0.0000006983	1.6996859301
22147	-0.0000235006	0.0000007071	1.7677359660
22148	-0.0000243075	0.0000007077	1.5808388894
22149	-0.0000246178	0.0000007145	1.5396239767
22150	-0.0000238550	0.0000007061	1.3305647542
22151	-0.0000216150	0.0000007008	1.8478678064
22152	-0.0000221744	0.0000007128	1.5146813809
22153	-0.0000218817	0.0000007003	1.6926459823
22154	-0.0000219800	0.0000006970	1.6733539570
22155	-0.0000225248	0.0000007111	1.5208616708
22156	-0.0000223356	0.0000007031	1.4595791435
22157	-0.0000225505	0.0000007059	0.8970591698
22158	-0.0000224664	0.0000006990	1.9073788606
22159	-0.0000227501	0.0000007035	1.4752645632
22160	-0.0000232085	0.0000007129	1.5224008711
22161	-0.0000233408	0.0000007119	1.0588106647
22162	-0.0000235732	0.0000007154	2.2654283794
22163	-0.0000231603	0.0000007027	1.7459451735
22164	-0.0000238235	0.0000007170	1.7591018905
22165	-0.0000235716	0.0000007074	2.9761526206
22166	-0.0000235212	0.0000006991	1.7937511113
22167	-0.0000236966	0.0000007017	1.3604832325
22168	-0.0000006725	-0.0000000000	2.5756537061
22169	-0.0000239056	0.0000007034	3.2905442927
22170	-0.0000241569	0.0000006935	2.2779207084
22171	-0.0000213525	0.0000007108	1.8450328439
22172	-0.0000211149	0.0000006976	1.3990503322
22173	-0.0000213966	0.0000007064	1.6935231920
22174	-0.0000215507	0.0000007035	1.3059420672
22175	0.0000006427	0.0000000000	5.1914604853
22176	-0.0000216782	0.0000007013	1.7923988719
22177	-0.0000217065	0.0000007000	0.9213996604
22178	-0.0000219386	0.0000006990	1.1492572519
22179	-0.0000224675	0.0000007115	1.8912302844
22180	-0.0000222637	0.0000007025	3.2189108875
22181	-0.0000223457	0.0000007009	3.1525585234
22182	-0.0000228686	0.0000007146	2.3850378653
22183	-0.0000229407	0.0000007100	1.4232712647
22184	-0.0000230611	0.0000007112	1.6268373115
22185	-0.0000233744	0.0000007141	1.8277801533
22186	-0.0000232824	0.0000007090	1.4360939576
22187	-0.0000234932	0.0000007138	1.9314849074
22188	-0.0000232771	0.0000006993	2.1698053761
22189	-0.0000235481	0.0000007040	2.2824554975
22190	-0.0000024113	-0.0000000000	24.5408397231
22191	-0.0000211515	0.0000007097	1.4992509994
22192	-0.0000214503	0.0000007145	1.2756825855
22193	-0.0000218453	0.0000007240	1.4277280270
22194	-0.0000216193	0.0000007134	2.1994981590
22195	-0.0000215593	0.0000007073	3.5606600523
22196	-0.0000220131	0.0000007178	1.7417785590
22197	-0.0000218734	0.0000007073	2.9149760436
22198	-0.0000219815	0.0000007078	1.7392440244
22199	-0.0000221380	0.0000007073	2.5712681502
22200	-0.0000222211	0.0000007047	2.3154450844
22201	-0.0000437370	0.0000014769	2.2694854494
22203	-0.0000343300	0.0000011253	1.6937767463
22204	-0.0000337903	0.0000011007	1.7758756710
22205	-0.0000333855	0.0000010824	1.0644119698
22206	-0.0000333659	0.0000010762	3.4980345292
22207	-0.0000319901	0.0000010605	1.9690181960
22208	-0.0000318948	0.0000010191	1.7734443604
22220	-0.0000380286	0.0000012826	1.8314254454
22221	-0.0000351761	0.0000011805	2.6888933937
22222	-0.0000331361	0.0000011073	1.6180127511
22223	-0.0000310491	0.0000010292	1.7254810535
22224	-0.0000293383	0.0000009693	2.0476079239
22225	-0.0000279732	0.0000009157	1.5507927538
22226	-0.0000267977	0.0000008751	2.1101603714
22227	-0.0000264081	0.0000008537	2.1083903248
22228	-0.0000262571	0.0000008299	2.6601204090
22229	-0.0000254900	0.0000007972	2.0565677740
22230	-0.0000249755	0.0000007756	2.2252708953
22231	-0.0000246875	0.0000007640	3.0285309101
22232	-0.0000243872	0.0000007502	2.3183023786
22233	-0.0000250678	0.0000007439	2.9226228139
22234	-0.0000231865	0.0000007066	3.0491265389
22235	-0.0000226760	0.0000006868	2.0760795806
22236	-0.0000239937	0.0000006992	2.6442027562
22237	-0.0000238558	0.0000006911	3.6559567105
22238	-0.0000237015	0.0000007034	1.6516145221
22239	-0.0000197583	0.0000006832	1.3233650091
22240	-0.0000204732	0.0000006781	2.0130573823
22241	-0.0000207308	0.0000006879	2.2661596107
22242	-0.0000210152	0.0000006889	2.4846892814
22243	-0.0000200157	0.0000006729	1.5396261359
22244	-0.0000200836	0.0000006712	2.4277965562
22245	-0.0000201760	0.0000006689	4.1354699596
22246	-0.0000206970	0.0000006638	2.6923473290
22247	-0.0000207518	0.0000006612	2.6367754980
22248	-0.0000207997	0.0000006779	2.0820401094
22249	-0.0000211378	0.0000006637	2.3457998195
22250	-0.0000214876	0.0000006743	1.4222130054
22251	-0.0000217353	0.0000006771	3.3504600829
22252	-0.0000216833	0.0000006717	2.6194900078
22253	-0.0000214901	0.0000006625	1.5342283914
22254	-0.0000224418	0.0000006861	3.1783672631
22255	-0.0000219270	0.0000006650	1.2515304361
22256	-0.0000223772	0.0000006759	1.8047470086
22257	-0.0000219581	0.0000006614	1.7691809603
22258	-0.0000222649	0.0000006663	1.8980708988
22259	-0.0000198759	0.0000006698	2.7519344559
22260	-0.0000200671	0.0000006738	1.6192212895
22261	-0.0000199574	0.0000006634	1.5940632179
22262	-0.0000196620	0.0000006544	3.1157784700
22263	-0.0000194067	0.0000006378	2.0015581777
22264	-0.0000202287	0.0000006633	1.8574165238
22265	-0.0000205320	0.0000006666	2.2078629205
22266	-0.0000202177	0.0000006549	1.5832141464
22267	-0.0000204599	0.0000006555	2.5136296086
22268	-0.0000206458	0.0000006610	2.1126532984
22269	-0.0000205743	0.0000006520	2.4231500071
22270	-0.0000209002	0.0000006596	2.3130856136
22271	-0.0000207871	0.0000006510	2.0398727112
22272	-0.0000211246	0.0000006576	2.4615100276
22273	-0.0000216985	0.0000006722	1.7779763950
22274	-0.0000216643	0.0000006689	2.4758774160
22275	-0.0000213428	0.0000006535	1.9263283422
22276	-0.0000219916	0.0000006703	2.7700635658
22277	-0.0000216255	0.0000006543	1.8124290587
22278	-0.0000218283	0.0000006569	1.8250845661
22279	-0.0000191354	0.0000006546	2.5789175593
22280	-0.0000194652	0.0000006610	3.3828007669
22281	-0.0000197990	0.0000006682	2.6665469719
22282	-0.0000199718	0.0000006669	3.0986507281
22283	-0.0000203788	0.0000006761	1.4717834458
22284	-0.0000201409	0.0000006639	1.8064801850
22285	-0.0000201111	0.0000006587	1.9095098351
22286	-0.0000206234	0.0000006727	2.6514259892
22287	-0.0000206700	0.0000006724	1.6901342761
22288	-0.0000206076	0.0000006658	1.9484897950
22289	-0.0000211747	0.0000006800	2.2267046985
22290	-0.0000206136	0.0000006584	2.1378550009
22291	-0.0000210465	0.0000006680	2.0837222539
22292	-0.0000208591	0.0000006597	1.9964222176
22293	-0.0000212533	0.0000006671	1.8071168923
22294	-0.0000212938	0.0000006636	2.6663664952
22295	-0.0000214362	0.0000006651	3.2134980655
22296	-0.0000564760	0.0000018758	1.4668674521
22297	-0.0000485179	0.0000016619	2.5882787127
22298	-0.0000451767	0.0000014928	2.6040907602
22299	-0.0000405390	0.0000013420	1.4927580748
22300	-0.0000372822	0.0000012312	3.7174370420
22301	-0.0000344082	0.0000011361	2.8338569177
22302	-0.0000322196	0.0000010600	2.3437450270
22303	-0.0000301685	0.0000009908	2.1771376828
22304	-0.0000284348	0.0000009352	1.5097832324
22305	-0.0000267431	0.0000008786	1.7335308724
22306	-0.0000261089	0.0000008551	2.1598448930
22307	-0.0000250662	0.0000008213	2.9067887441
22308	-0.0000256687	0.0000008101	2.4972557493
22309	-0.0000240789	0.0000007853	2.3492661025
22310	-0.0000230835	0.0000007523	1.9827079910
22311	0.0000027154	0.0000000000	46.5581632217
22312	-0.0000232496	0.0000007353	2.4171612861
22313	-0.0000222261	0.0000007244	1.3074129601
22314	-0.0000221702	0.0000007217	2.1149923842
22315	-0.0000217020	0.0000007039	1.2497120556
22316	-0.0000208701	0.0000006961	2.5075325498
22317	-0.0000205250	0.0000006848	1.6710029802
22318	-0.0000200623	0.0000006691	1.3707375865
22319	-0.0000193499	0.0000006618	1.8712604296
22320	-0.0000201347	0.0000006662	2.1098021285
22321	-0.0000196927	0.0000006528	2.7044896571
22322	-0.0000199523	0.0000006580	1.9040405016
22323	-0.0000202478	0.0000006678	2.0777173759
22324	-0.0000203457	0.0000006717	2.7956800747
22325	-0.0000197423	0.0000006491	1.2452234477
22326	-0.0000202114	0.0000006638	1.7596065469
22327	-0.0000202178	0.0000006618	3.5976278780
22328	-0.0000206665	0.0000006754	1.1506942452
22329	-0.0000200070	0.0000006530	2.1745262638
22330	-0.0000196447	0.0000006382	1.5476055750
